model,concept,domain,dimension,measurement,min_mean,min_std,max_mean,max_std
llama2_7b_chat,sports ball,size,width,centimeters,6.725,2.244730671923401,27.625,17.83467571599598
llama2_7b_chat,sports ball,size,width,feet,1.725,2.262247368855744,11.9,0.447213595499958
llama2_7b_chat,sports ball,size,width,inches,4.6,2.257152374587339,12.0,0.0
llama2_7b_chat,sports ball,size,width,meters,0.1955,0.18146987570799095,20.1,27.647975085271426
llama2_7b_chat,sports ball,size,width,millimeters,54.5,5.104177855340404,133.0,18.38191330743634
llama2_7b_chat,sports ball,temperature,temperature,celsius,2.0,6.155870112510925,58.0,28.209740758897635
llama2_7b_chat,sports ball,temperature,temperature,fahrenheit,32.0,0.0,104.0,8.207826816681232
llama2_7b_chat,sports ball,temperature,temperature,kelvin,5.5,65.49206460568936,102.5,49.40434670840421
llama2_7b_chat,sports ball,value,monetary_value,US dollars,5.5,2.7625312572654126,930.0,225.01461940809182
llama2_7b_chat,sports ball,value,monetary_value,euros,0.62,2.211834199553798,5691.0,22201.861681067716
llama2_7b_chat,sports ball,value,monetary_value,pounds,0.5,0.0,13.3,4.979959839195493
llama2_7b_chat,sports ball,weight,weight,grams,15.0735,36.60308777239543,645.025,321.90675648147095
llama2_7b_chat,sports ball,weight,weight,kilograms,0.23505000000000004,0.20066087521513823,85.85,78.10672523103109
llama2_7b_chat,sports ball,weight,weight,ounces,0.645,1.037950916596328,11.95,1.8202082009311031
llama2_7b_chat,sports ball,weight,weight,pounds,0.5,0.0,12.025,2.1550125167544665
llama2_7b_chat,stop sign,size,height,centimeters,21.0,3.077935056255462,63.0,13.416407864998735
llama2_7b_chat,stop sign,size,height,feet,17.55,10.108490438604987,32.5,16.233493640910254
llama2_7b_chat,stop sign,size,height,inches,24.0,0.0,36.6,2.6832815729997472
llama2_7b_chat,stop sign,size,height,meters,0.65,0.3663475485325232,3.0,0.0
llama2_7b_chat,stop sign,size,height,millimeters,200.0,0.0,650.0,211.5108557622118
llama2_7b_chat,stop sign,size,length,centimeters,23.0,4.701623459816274,69.25,22.021221821831677
llama2_7b_chat,stop sign,size,length,feet,13.25,11.029267284915406,27.95,21.0525032890828
llama2_7b_chat,stop sign,size,length,inches,24.0,0.0,36.0,0.0
llama2_7b_chat,stop sign,size,length,meters,0.6,0.3077935056255462,3.05,0.5104177855340405
llama2_7b_chat,stop sign,size,length,millimeters,200.0,0.0,710.0,224.54632624823535
llama2_7b_chat,stop sign,size,width,centimeters,21.0,3.0779350562554626,68.0,14.635932710824736
llama2_7b_chat,stop sign,size,width,feet,15.4,10.806430833925745,30.4,18.5086039736289
llama2_7b_chat,stop sign,size,width,inches,24.0,0.0,36.6,2.6832815729997472
llama2_7b_chat,stop sign,size,width,meters,0.6,0.3077935056255462,3.15,0.6708203932499369
llama2_7b_chat,stop sign,size,width,millimeters,200.0,0.0,660.0,206.21909656836752
llama2_7b_chat,stop sign,temperature,temperature,celsius,-1.0,4.47213595499958,30.5,2.2360679774997902
llama2_7b_chat,stop sign,temperature,temperature,fahrenheit,32.0,0.0,115.0,8.885233166386385
llama2_7b_chat,stop sign,temperature,temperature,kelvin,18.3425,99.65254806339031,141.0,97.43553874498933
llama2_7b_chat,stop sign,value,monetary_value,US dollars,13.75,13.266003245335922,232.5,473.4073021027565
llama2_7b_chat,stop sign,value,monetary_value,euros,13.280000000000001,19.260119691380837,274.5,350.27019645741456
llama2_7b_chat,stop sign,value,monetary_value,pounds,5.975,6.544332622482159,30.65,22.33483236655483
llama2_7b_chat,stop sign,weight,weight,grams,120.045,139.88420954113215,477.1,376.8229934877284
llama2_7b_chat,stop sign,weight,weight,kilograms,1.6080999999999999,3.6207798651090277,152.25,292.4869542749772
llama2_7b_chat,stop sign,weight,weight,ounces,2.8605,4.235631407600599,14.0,6.805570473787205
llama2_7b_chat,stop sign,weight,weight,pounds,7.625,5.58869865277946,45.25,13.905224311671308
llama2_7b_chat,suitcase,size,height,centimeters,34.5,5.104177855340404,104.0,13.917047478769188
llama2_7b_chat,suitcase,size,height,feet,18.2,2.4192212753171978,31.6,4.881759820737643
llama2_7b_chat,suitcase,size,height,inches,14.5,4.1989973740606725,30.45,3.67745621463075
llama2_7b_chat,suitcase,size,height,meters,3.0961499999999997,9.202022965659578,24.05,30.2350006310219
llama2_7b_chat,suitcase,size,height,millimeters,258.0,120.46401515543313,820.5,415.5969074399907
llama2_7b_chat,suitcase,size,length,centimeters,35.0,6.8824720161168536,98.0,18.524521444205842
llama2_7b_chat,suitcase,size,length,feet,18.325,4.589103226236324,31.15,7.955633555107844
llama2_7b_chat,suitcase,size,length,inches,14.5,4.1989973740606725,31.5,4.893604849295929
llama2_7b_chat,suitcase,size,length,meters,5.549,10.473688286166889,28.0,33.762327183446715
llama2_7b_chat,suitcase,size,length,millimeters,238.0,135.55344644126635,761.0,475.8361062382719
llama2_7b_chat,suitcase,size,width,centimeters,35.5,5.104177855340405,100.0,19.194297398747864
llama2_7b_chat,suitcase,size,width,feet,16.25,6.049140869839113,28.325,9.199935640507148
llama2_7b_chat,suitcase,size,width,inches,14.9,3.918914994847695,30.1,0.7880689256524122
llama2_7b_chat,suitcase,size,width,meters,3.1105,9.752505467557393,16.85,23.81568479186066
llama2_7b_chat,suitcase,size,width,millimeters,253.5,96.58783839757358,971.0,308.4409011037353
llama2_7b_chat,suitcase,temperature,temperature,celsius,-4.0,8.207826816681232,42.0,10.052493799000692
llama2_7b_chat,suitcase,temperature,temperature,fahrenheit,32.0,0.0,109.2,10.060867389622972
llama2_7b_chat,suitcase,temperature,temperature,kelvin,-21.0,61.378892308778525,94.0,14.65390194130093
llama2_7b_chat,suitcase,value,monetary_value,US dollars,46.0,12.31174022502185,515.0,227.74639635487446
llama2_7b_chat,suitcase,value,monetary_value,euros,42.5,15.517392618742704,585.0,301.3565819319104
llama2_7b_chat,suitcase,value,monetary_value,pounds,3.325,4.484696199298231,68.75,47.59685416407044
llama2_7b_chat,suitcase,weight,weight,grams,14.14,29.738764353334492,6337.5,15257.046646334311
llama2_7b_chat,suitcase,weight,weight,kilograms,0.6,0.20519567041703082,25.5,5.355764233637977
llama2_7b_chat,suitcase,weight,weight,ounces,1.375,2.1205448654333607,62.5,20.67925479671278
llama2_7b_chat,suitcase,weight,weight,pounds,1.875,2.8785732942772735,63.75,20.639448687047413
llama2_7b_chat,surfboard,size,height,centimeters,110.0,20.51956704170308,210.0,30.77935056255463
llama2_7b_chat,surfboard,size,height,feet,5.975,0.4722566206941663,10.525,0.8807144229185995
llama2_7b_chat,surfboard,size,height,inches,49.225,22.110056654453828,94.025,43.76747019612193
llama2_7b_chat,surfboard,size,height,meters,1.475,0.11180339887498948,3.1,0.2051956704170308
llama2_7b_chat,surfboard,size,height,millimeters,125.0,25.649458802128855,230.0,37.6968517462526
llama2_7b_chat,surfboard,size,length,centimeters,112.5,22.213082915965966,215.0,32.847334266589314
llama2_7b_chat,surfboard,size,length,feet,5.925,0.5199949392466289,10.425,0.8155559937535676
llama2_7b_chat,surfboard,size,length,inches,35.725,27.537761155796314,67.65,53.62346795750414
llama2_7b_chat,surfboard,size,length,meters,1.5,0.0,3.15,0.23508117299081357
llama2_7b_chat,surfboard,size,length,millimeters,130.0,25.131234497501733,245.0,32.036163775859364
llama2_7b_chat,surfboard,size,width,centimeters,117.5,24.468024246479647,217.5,24.468024246479647
llama2_7b_chat,surfboard,size,width,feet,6.0,0.28097574347450816,10.55,0.872081599272381
llama2_7b_chat,surfboard,size,width,inches,41.15,26.355914147043272,77.95,50.76905916422967
llama2_7b_chat,surfboard,size,width,meters,1.4,0.20519567041703082,3.075,0.18317377426626164
llama2_7b_chat,surfboard,size,width,millimeters,125.0,25.64945880212885,232.5,37.25799101852973
llama2_7b_chat,surfboard,temperature,temperature,celsius,11.75,2.4468024246479647,29.4,1.5694450913417908
llama2_7b_chat,surfboard,temperature,temperature,fahrenheit,51.9,4.876366205323493,81.0,2.0519567041703084
llama2_7b_chat,surfboard,temperature,temperature,kelvin,15.0,4.8666426339228765,35.5,15.381123085406378
llama2_7b_chat,surfboard,value,monetary_value,US dollars,50.0,0.0,1125.0,625.6575488404601
llama2_7b_chat,surfboard,value,monetary_value,euros,50.0,0.0,950.0,510.4177855340405
llama2_7b_chat,surfboard,value,monetary_value,pounds,31.75,15.32756375052199,122.0,116.82645698912374
llama2_7b_chat,surfboard,weight,weight,grams,35.5,35.46310165435855,129.0,36.11385504644706
llama2_7b_chat,surfboard,weight,weight,kilograms,49.0,3.077935056255462,124.5,10.990426455975701
llama2_7b_chat,surfboard,weight,weight,ounces,27.5,21.429197985827408,242.5,24.468024246479647
llama2_7b_chat,surfboard,weight,weight,pounds,70.5,9.854200279976794,250.0,0.0
llama2_7b_chat,tennis racket,size,height,centimeters,59.0,3.0779350562554617,104.0,7.539370349250519
llama2_7b_chat,tennis racket,size,height,feet,18.85,9.838297884449215,27.175,14.046234745522225
llama2_7b_chat,tennis racket,size,height,inches,24.775,2.1242645786247993,33.225,2.618130108141667
llama2_7b_chat,tennis racket,size,height,meters,0.58,0.2015727634065883,1.7100000000000002,0.5320269086981855
llama2_7b_chat,tennis racket,size,height,millimeters,330.0,178.00059136507326,632.5,281.1044945249102
llama2_7b_chat,tennis racket,size,length,centimeters,56.5,4.893604849295931,107.0,9.23380516876639
llama2_7b_chat,tennis racket,size,length,feet,20.975,8.174857153105748,30.875,12.029432108046718
llama2_7b_chat,tennis racket,size,length,inches,24.775,1.9965430650317355,33.775,2.707081357049361
llama2_7b_chat,tennis racket,size,length,meters,0.6825,0.17567538844489053,2.35,4.170510507688099
llama2_7b_chat,tennis racket,size,length,millimeters,320.0,190.15229353558192,567.5,333.35416601566567
llama2_7b_chat,tennis racket,size,width,centimeters,57.0,4.701623459816271,105.5,8.870412083230173
llama2_7b_chat,tennis racket,size,width,feet,20.0,9.04229826397785,29.0,13.805033407001268
llama2_7b_chat,tennis racket,size,width,inches,25.4,2.0938506456564157,33.275,2.3812590654614008
llama2_7b_chat,tennis racket,size,width,meters,0.66,0.18820481564396527,1.5225,0.5415559940918779
llama2_7b_chat,tennis racket,size,width,millimeters,370.0,189.45906376340315,735.0,366.0241579602722
llama2_7b_chat,tennis racket,temperature,temperature,celsius,14.0,4.757265910937544,34.25,4.666510022433648
llama2_7b_chat,tennis racket,temperature,temperature,fahrenheit,50.5,3.9403446282620607,105.5,9.98683343734455
llama2_7b_chat,tennis racket,temperature,temperature,kelvin,18.0,4.103913408340616,39.5,2.236067977499789
llama2_7b_chat,tennis racket,value,monetary_value,US dollars,39.0,28.451251013101803,342.5,320.0637272070739
llama2_7b_chat,tennis racket,value,monetary_value,euros,51.5,19.808291724745768,477.5,304.55964760185884
llama2_7b_chat,tennis racket,value,monetary_value,pounds,1.325,2.196138956393578,11.55,2.699415141333981
llama2_7b_chat,tennis racket,weight,weight,grams,125.0,38.04429551263411,387.5,31.933318682925258
llama2_7b_chat,tennis racket,weight,weight,kilograms,0.495,0.022360679774997894,1.43,0.6432646995477138
llama2_7b_chat,tennis racket,weight,weight,ounces,6.575,2.97478437962538,12.15,0.28562028528873984
llama2_7b_chat,tennis racket,weight,weight,pounds,2.175,2.852860983201545,7.925,4.705190303215555
llama2_7b_chat,tie,size,height,centimeters,75.0,10.0,119.5,12.343760409722462
llama2_7b_chat,tie,size,height,feet,2.65,2.5136469626086275,10.1,7.726577508832744
llama2_7b_chat,tie,size,height,inches,15.025,3.6866580216262332,21.075,2.6070501579976915
llama2_7b_chat,tie,size,height,meters,0.311,0.2390529560358409,8.9,6.570668475164936
llama2_7b_chat,tie,size,height,millimeters,110.0,20.519567041703084,195.0,66.68859288553503
llama2_7b_chat,tie,size,length,centimeters,68.25,20.214312282455506,109.5,20.641042405337657
llama2_7b_chat,tie,size,length,feet,4.825,10.459539840939971,12.75,15.850867484147358
llama2_7b_chat,tie,size,length,inches,13.825,4.671512208673919,18.475,5.738776231181952
llama2_7b_chat,tie,size,length,meters,0.40099999999999997,0.20315666757196862,12.75,20.88974817817028
llama2_7b_chat,tie,size,length,millimeters,112.5,22.213082915965963,192.5,67.42442162583932
llama2_7b_chat,tie,size,width,centimeters,78.0,10.052493799000692,118.0,13.218806379747878
llama2_7b_chat,tie,size,width,feet,3.0,4.872047013860104,9.125,9.425434514624442
llama2_7b_chat,tie,size,width,inches,15.175,1.2801624074599616,20.4,2.137386500526187
llama2_7b_chat,tie,size,width,meters,0.343,0.22590403178993368,10.575,10.14016894907523
llama2_7b_chat,tie,size,width,millimeters,112.5,22.213082915965966,197.5,63.81511122808321
llama2_7b_chat,tie,temperature,temperature,celsius,3.75,5.34961877638319,33.0,4.701623459816273
llama2_7b_chat,tie,temperature,temperature,fahrenheit,36.4,9.832277671553339,97.0,7.326950970650464
llama2_7b_chat,tie,temperature,temperature,kelvin,14.75,6.7813599008799965,34.5,5.596051239372653
llama2_7b_chat,tie,value,monetary_value,US dollars,10.5,2.2360679774997894,120.0,89.44271909999159
llama2_7b_chat,tie,value,monetary_value,euros,9.75,1.1180339887498951,120.0,89.4427190999916
llama2_7b_chat,tie,value,monetary_value,pounds,0.875,0.5820788515945965,12.675,4.085516781072017
llama2_7b_chat,tie,weight,weight,grams,34.525,25.40279460382677,192.5,196.19740327698423
llama2_7b_chat,tie,weight,weight,kilograms,12.6705,22.113354734901236,63.5,68.09629404863304
llama2_7b_chat,tie,weight,weight,ounces,1.105,0.9058145505565695,11.25,2.8261001583919767
llama2_7b_chat,tie,weight,weight,pounds,0.825,0.46665100224336475,14.45,9.059597992707715
llama2_7b_chat,traffic light,size,height,centimeters,12.75,4.127889737409483,54.75,28.259837597775245
llama2_7b_chat,traffic light,size,height,feet,7.6,5.557356433261753,30.75,8.527818256185242
llama2_7b_chat,traffic light,size,height,inches,5.325,4.398788708867835,15.5,8.655694809290525
llama2_7b_chat,traffic light,size,height,meters,4.1,1.7366028543349252,13.575,4.744179259061072
llama2_7b_chat,traffic light,size,height,millimeters,115.0,28.562028528873967,465.0,87.50939799154206
llama2_7b_chat,traffic light,size,length,centimeters,12.75,4.1278897374094825,47.0,26.969768650335723
llama2_7b_chat,traffic light,size,length,feet,9.6,5.613892542049965,33.45,12.638600022404216
llama2_7b_chat,traffic light,size,length,inches,5.025,2.962373692621652,14.525,6.243891751986602
llama2_7b_chat,traffic light,size,length,meters,4.375,1.723483314930001,14.9,6.648308055437863
llama2_7b_chat,traffic light,size,length,millimeters,115.0,36.634754853252325,530.0,168.89735281961552
llama2_7b_chat,traffic light,size,width,centimeters,14.5,4.839530207734936,51.0,23.147126683115776
llama2_7b_chat,traffic light,size,width,feet,6.125,4.061614275914909,34.35,13.319060343021675
llama2_7b_chat,traffic light,size,width,inches,5.45,2.901451542354547,13.925,5.949955771618015
llama2_7b_chat,traffic light,size,width,meters,4.2,2.2442910028031475,14.2,7.280832803724411
llama2_7b_chat,traffic light,size,width,millimeters,112.5,31.933318682925254,515.0,122.58187382102497
llama2_7b_chat,traffic light,temperature,temperature,celsius,-1.5,4.8936048492959285,36.0,5.982430416161187
llama2_7b_chat,traffic light,temperature,temperature,fahrenheit,32.0,0.0,116.0,8.207826816681232
llama2_7b_chat,traffic light,temperature,temperature,kelvin,10.0,44.7213595499958,110.0,44.7213595499958
llama2_7b_chat,traffic light,value,monetary_value,US dollars,577.25,1519.6792208260683,3910.0,6493.227240748625
llama2_7b_chat,traffic light,value,monetary_value,euros,1.3255,3.164033859357054,259.75,381.38416534899216
llama2_7b_chat,traffic light,value,monetary_value,pounds,1.655,3.602115606432595,238.75,482.1030546088231
llama2_7b_chat,traffic light,weight,weight,grams,25.561,44.1485684216851,473.0,1125.288734877456
llama2_7b_chat,traffic light,weight,weight,kilograms,2.0663,5.204948617977845,538.5,2227.333253254356
llama2_7b_chat,traffic light,weight,weight,ounces,0.44749999999999995,0.3346148610913118,10.775,10.100123761617972
llama2_7b_chat,traffic light,weight,weight,pounds,68.525,52.30816455341718,326.75,241.55349739811913
llama2_7b_chat,train,size,height,centimeters,61.5,40.817307990348255,243.0,328.44289738416524
llama2_7b_chat,train,size,height,feet,25.0,12.354415362426844,68.0,15.423836644690752
llama2_7b_chat,train,size,height,inches,13.425,13.325159226855511,43.025,41.6613777345018
llama2_7b_chat,train,size,height,meters,10.25,3.795773272581241,91.5,38.39202219760054
llama2_7b_chat,train,size,height,millimeters,480.0,501.9435908755611,2157.5,1634.9211312057712
llama2_7b_chat,train,size,length,centimeters,51.5,41.583777201160906,345.0,583.7492251769905
llama2_7b_chat,train,size,length,feet,27.0,16.254554017744983,70.5,21.636956688426444
llama2_7b_chat,train,size,length,inches,12.125,8.042444967336213,41.35,31.86323570313731
llama2_7b_chat,train,size,length,meters,11.75,9.072079782439491,96.0,39.888001097810694
llama2_7b_chat,train,size,length,millimeters,370.0,351.08853284426255,1955.0,1575.9625296106638
llama2_7b_chat,train,size,width,centimeters,50.0,39.336604086431144,396.5,755.0411281931322
llama2_7b_chat,train,size,width,feet,29.5,16.37552731171861,71.5,22.07046132634963
llama2_7b_chat,train,size,width,inches,17.435,15.501588203861733,48.025,38.83212011507457
llama2_7b_chat,train,size,width,meters,10.75,4.375469899577103,81.5,30.439759318503505
llama2_7b_chat,train,size,width,millimeters,505.025,433.4072618280215,2357.65,1595.2600604686108
llama2_7b_chat,train,temperature,temperature,celsius,-1.0,4.47213595499958,31.0,3.077935056255462
llama2_7b_chat,train,temperature,temperature,fahrenheit,32.0,0.0,100.0,0.0
llama2_7b_chat,train,temperature,temperature,kelvin,-3.0,7.326950970650464,88.5,77.41038961956355
llama2_7b_chat,train,value,monetary_value,US dollars,7.109999999999999,4.233189664643211,202.5,288.1314575712018
